,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-02-0047-01_NON_BRCA,order
5250,EXD1,ENSG00000178997.11,hsa:161829,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-6.119796995256109
5251,EXD1,ENSG00000178997.11,hsa:161829,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,-9.9658,-6.119796995256109
5252,OIP5,ENSG00000104147.8,hsa:11339,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.5216,1.2640674636039668
5253,OIP5,ENSG00000104147.8,hsa:11339,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,1.5216,1.2640674636039668
5254,ITPKA,ENSG00000137825.10,hsa:3706,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.6281,0.3448757858527986
5255,ITPKA,ENSG00000137825.10,hsa:3706,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.6281,0.3448757858527986
5256,LTK,ENSG00000062524.15,hsa:4058,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.4719,-1.078243584808777
5257,LTK,ENSG00000062524.15,hsa:4058,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-0.4719,-1.078243584808777
5258,LTK,ENSG00000062524.15,hsa:4058,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,-0.4719,-1.078243584808777
5259,TYRO3,ENSG00000092445.11,hsa:7301,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.6326,2.93435001163724
5260,TYRO3,ENSG00000092445.11,hsa:7301,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.6326,2.93435001163724
5261,TYRO3,ENSG00000092445.11,hsa:7301,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,6.6326,2.93435001163724
5262,MAPKBP1,ENSG00000137802.13,hsa:23005,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.0927,2.314233415277752
5263,MAPKBP1,ENSG00000137802.13,hsa:23005,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.0927,2.314233415277752
5264,JMJD7,ENSG00000243789.10,hsa:100137047,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.2267,2.9464053297118493
5265,JMJD7,ENSG00000243789.10,hsa:100137047,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.2267,2.9464053297118493
5266,JMJD7-PLA2G4B,ENSG00000168970.20,hsa:8681,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.7321,1.0822354285476237
5267,JMJD7-PLA2G4B,ENSG00000168970.20,hsa:8681,1000,Genes and Proteins,Protein families: metabolism,Enzymes,0.7321,1.0822354285476237
5268,PLA2G4B,ENSG00000243708.8,hsa:100137049,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.0363,1.3421024411984437
5269,PLA2G4B,ENSG00000243708.8,hsa:100137049,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.0363,1.3421024411984437
5270,SPTBN5,ENSG00000137877.9,hsa:51332,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.7834,-1.1363252788516787
5271,SPTBN5,ENSG00000137877.9,hsa:51332,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,-0.7834,-1.1363252788516787
5272,EHD4,ENSG00000103966.9,hsa:30844,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.6077,4.031067156537889
5273,EHD4,ENSG00000103966.9,hsa:30844,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.6077,4.031067156537889
5274,EHD4,ENSG00000103966.9,hsa:30844,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,4.6077,4.031067156537889
5275,PLA2G4E,ENSG00000188089.13,hsa:123745,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.5064,-5.103871748173546
5276,PLA2G4E,ENSG00000188089.13,hsa:123745,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-6.5064,-5.103871748173546
5277,PLA2G4D,ENSG00000159337.6,hsa:283748,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.5064,-4.742205069791217
5278,PLA2G4D,ENSG00000159337.6,hsa:283748,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-6.5064,-4.742205069791217
5279,PLA2G4F,ENSG00000168907.13,hsa:255189,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-3.816,-1.584415548944957
5280,PLA2G4F,ENSG00000168907.13,hsa:255189,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-3.816,-1.584415548944957
5281,CAPN3,ENSG00000092529.22,hsa:825,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.9289,2.429454757109885
5282,CAPN3,ENSG00000092529.22,hsa:825,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.9289,2.429454757109885
5283,CAPN3,ENSG00000092529.22,hsa:825,1002,Genes and Proteins,Protein families: metabolism,Peptidases,3.9289,2.429454757109885
5284,STARD9,ENSG00000159433.11,hsa:57519,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.4174,-0.11972962241244403
5285,STARD9,ENSG00000159433.11,hsa:57519,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,1.4174,-0.11972962241244403
5286,TTBK2,ENSG00000128881.16,hsa:146057,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.1574,0.9710241696606473
5287,TTBK2,ENSG00000128881.16,hsa:146057,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.1574,0.9710241696606473
5288,TTBK2,ENSG00000128881.16,hsa:146057,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,2.1574,0.9710241696606473
5289,UBR1,ENSG00000159459.11,hsa:197131,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1523,2.2226197002395587
5290,UBR1,ENSG00000159459.11,hsa:197131,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,3.1523,2.2226197002395587
5291,UBR1,ENSG00000159459.11,hsa:197131,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.1523,2.2226197002395587
5292,TGM5,ENSG00000104055.14,hsa:9333,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.0181,-4.363743172245078
5293,TGM5,ENSG00000104055.14,hsa:9333,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.0181,-4.363743172245078
5294,MAP1A,ENSG00000166963.12,hsa:4130,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.9301,1.0429679504343239
5295,MAP1A,ENSG00000166963.12,hsa:4130,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,5.9301,1.0429679504343239
5296,MAP1A,ENSG00000166963.12,hsa:4130,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,5.9301,1.0429679504343239
5297,PPIP5K1,ENSG00000168781.21,hsa:9677,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.1749,2.875120906965007
5298,PPIP5K1,ENSG00000168781.21,hsa:9677,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.1749,2.875120906965007
5299,CKMT1B,ENSG00000237289.9,hsa:1159,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.2573,2.0429700430412088
5300,CKMT1B,ENSG00000237289.9,hsa:1159,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,2.2573,2.0429700430412088
5301,CKMT1B,ENSG00000237289.9,hsa:1159,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.2573,2.0429700430412088
5302,CATSPER2,ENSG00000166762.16,hsa:117155,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.24,0.775505717954182
5303,CATSPER2,ENSG00000166762.16,hsa:117155,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,0.24,0.775505717954182
5304,CKMT1A,ENSG00000223572.9,hsa:548596,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.036,1.7142587287832538
5305,CKMT1A,ENSG00000223572.9,hsa:548596,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,2.036,1.7142587287832538
5306,CKMT1A,ENSG00000223572.9,hsa:548596,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.036,1.7142587287832538
5307,ELL3,ENSG00000128886.11,hsa:80237,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.0262,1.6256642535429462
5308,ELL3,ENSG00000128886.11,hsa:80237,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,-1.0262,1.6256642535429462
5309,ELL3,ENSG00000128886.11,hsa:80237,3021,Genes and Proteins,Protein families: genetic information processing,Transcription machinery,-1.0262,1.6256642535429462
5310,CTDSPL2,ENSG00000137770.13,hsa:51496,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.6532,3.0270532636229692
5311,CTDSPL2,ENSG00000137770.13,hsa:51496,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.6532,3.0270532636229692
5312,CTDSPL2,ENSG00000137770.13,hsa:51496,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,3.6532,3.0270532636229692
5313,B2M,ENSG00000166710.17,hsa:567,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),12.4722,12.383654108367379
5314,B2M,ENSG00000166710.17,hsa:567,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,12.4722,12.383654108367379
5315,TRIM69,ENSG00000185880.12,hsa:140691,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.2495,4.053723007950573
5316,TRIM69,ENSG00000185880.12,hsa:140691,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,5.2495,4.053723007950573
5317,TRIM69,ENSG00000185880.12,hsa:140691,1000,Genes and Proteins,Protein families: metabolism,Enzymes,5.2495,4.053723007950573
5318,SORD,ENSG00000140263.13,hsa:6652,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.0558,4.537827609314053
5319,SORD,ENSG00000140263.13,hsa:6652,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.0558,4.537827609314053
5320,DUOX2,ENSG00000140279.12,hsa:50506,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.035,-0.8857181084419382
5321,DUOX2,ENSG00000140279.12,hsa:50506,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-4.035,-0.8857181084419382
5322,DUOX2,ENSG00000140279.12,hsa:50506,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-4.035,-0.8857181084419382
5323,DUOXA2,ENSG00000140274.13,hsa:405753,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.9658,-2.746997856044571
5324,DUOXA2,ENSG00000140274.13,hsa:405753,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-9.9658,-2.746997856044571
5325,DUOXA1,ENSG00000140254.12,hsa:90527,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.5522,0.27300148197419005
5326,DUOXA1,ENSG00000140254.12,hsa:90527,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-1.5522,0.27300148197419005
5327,DUOX1,ENSG00000137857.17,hsa:53905,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.679,1.6249980065147491
5328,DUOX1,ENSG00000137857.17,hsa:53905,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,0.679,1.6249980065147491
5329,DUOX1,ENSG00000137857.17,hsa:53905,1000,Genes and Proteins,Protein families: metabolism,Enzymes,0.679,1.6249980065147491
5330,SLC28A2,ENSG00000137860.11,hsa:9153,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.6082,-4.99410788953289
5331,SLC28A2,ENSG00000137860.11,hsa:9153,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-4.6082,-4.99410788953289
5332,GATM,ENSG00000171766.15,hsa:2628,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),8.1928,3.7823786570873295
5333,GATM,ENSG00000171766.15,hsa:2628,1000,Genes and Proteins,Protein families: metabolism,Enzymes,8.1928,3.7823786570873295
5334,SLC30A4,ENSG00000104154.6,hsa:7782,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.3791,0.9150464133337676
5335,SLC30A4,ENSG00000104154.6,hsa:7782,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,1.3791,0.9150464133337676
5336,SEMA6D,ENSG00000137872.15,hsa:80031,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.429,0.4031670860754646
5337,SLC12A1,ENSG00000074803.17,hsa:6557,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.5951,-6.081637925930952
5338,SLC12A1,ENSG00000074803.17,hsa:6557,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-1.5951,-6.081637925930952
5339,SLC12A1,ENSG00000074803.17,hsa:6557,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-1.5951,-6.081637925930952
5340,FBN1,ENSG00000166147.13,hsa:2200,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.8611,3.4194609770762714
5341,FBN1,ENSG00000166147.13,hsa:2200,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,3.8611,3.4194609770762714
5342,CEP152,ENSG00000103995.13,hsa:22995,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.5271,0.2153841003058576
5343,CEP152,ENSG00000103995.13,hsa:22995,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,0.5271,0.2153841003058576
5344,SHC4,ENSG00000185634.11,hsa:399694,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.9242,-1.832083442496516
5345,FGF7,ENSG00000140285.9,hsa:2252,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.1828,0.43172524099335075
5346,FGF7,ENSG00000140285.9,hsa:2252,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-0.1828,0.43172524099335075
5347,FGF7,ENSG00000140285.9,hsa:2252,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-0.1828,0.43172524099335075
5348,ATP8B4,ENSG00000104043.14,hsa:79895,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.3732,0.08134365488007908
5349,ATP8B4,ENSG00000104043.14,hsa:79895,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.3732,0.08134365488007908
5350,SLC27A2,ENSG00000140284.10,hsa:11001,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.1811,1.3577973398607843
5351,SLC27A2,ENSG00000140284.10,hsa:11001,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-1.1811,1.3577973398607843
5352,SLC27A2,ENSG00000140284.10,hsa:11001,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-1.1811,1.3577973398607843
5353,SLC27A2,ENSG00000140284.10,hsa:11001,1004,Genes and Proteins,Protein families: metabolism,Lipid biosynthesis proteins,-1.1811,1.3577973398607843
5354,HDC,ENSG00000140287.10,hsa:3067,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.7346,-2.0022441262437627
5355,HDC,ENSG00000140287.10,hsa:3067,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-0.7346,-2.0022441262437627
5356,CYP19A1,ENSG00000137869.13,hsa:1588,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.537,-2.8402361552500506
5357,CYP19A1,ENSG00000137869.13,hsa:1588,1000,Genes and Proteins,Protein families: metabolism,Enzymes,0.537,-2.8402361552500506
5358,CYP19A1,ENSG00000137869.13,hsa:1588,0199,Genes and Proteins,Protein families: metabolism,Cytochrome P450,0.537,-2.8402361552500506
5359,GLDN,ENSG00000186417.13,hsa:342035,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.4543,-0.7247192956775934
5360,TMOD2,ENSG00000128872.9,hsa:29767,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.0162,0.8874497928659101
5361,TMOD2,ENSG00000128872.9,hsa:29767,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,5.0162,0.8874497928659101
5362,TMOD3,ENSG00000138594.12,hsa:29766,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.6916,3.6627161654840834
5363,TMOD3,ENSG00000138594.12,hsa:29766,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,3.6916,3.6627161654840834
5364,MAPK6,ENSG00000069956.11,hsa:5597,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.1392,3.5931753994063396
5365,MAPK6,ENSG00000069956.11,hsa:5597,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.1392,3.5931753994063396
5366,MAPK6,ENSG00000069956.11,hsa:5597,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,4.1392,3.5931753994063396
5367,BCL2L10,ENSG00000137875.4,hsa:10017,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.9324,-1.2451537694538313
5368,GNB5,ENSG00000069966.18,hsa:10681,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.3876,3.790554658485697
5369,GNB5,ENSG00000069966.18,hsa:10681,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,4.3876,3.790554658485697
5370,GNB5,ENSG00000069966.18,hsa:10681,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,4.3876,3.790554658485697
5371,MYO5C,ENSG00000128833.12,hsa:55930,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.6239,1.8431566167823537
5372,MYO5C,ENSG00000128833.12,hsa:55930,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,0.6239,1.8431566167823537
5373,MYO5C,ENSG00000128833.12,hsa:55930,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,0.6239,1.8431566167823537
5374,MYO5C,ENSG00000128833.12,hsa:55930,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,0.6239,1.8431566167823537
5375,MYO5C,ENSG00000128833.12,hsa:55930,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,0.6239,1.8431566167823537
5376,MYO5A,ENSG00000197535.14,hsa:4644,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.8239,2.3931865600010216
5377,MYO5A,ENSG00000197535.14,hsa:4644,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,3.8239,2.3931865600010216
5378,MYO5A,ENSG00000197535.14,hsa:4644,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,3.8239,2.3931865600010216
5379,MYO5A,ENSG00000197535.14,hsa:4644,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,3.8239,2.3931865600010216
